month,Pop,PfPR U5,year,Run_Number,Habitat_Multiplier,admin_name
2,986.8666666667,0.09031952982504,2013,0,0.39810717055349715,DD
3,976.5666666667,0.07188449329283,2013,0,0.39810717055349715,DD
4,980.8333333333,0.05770603228547,2013,0,0.39810717055349715,DD
5,982.0666666667,0.03798112823298,2013,0,0.39810717055349715,DD
6,981.9666666667,0.04249974540887,2013,0,0.39810717055349715,DD
7,980.7,0.06366201012882,2013,0,0.39810717055349715,DD
8,989.0666666667,0.0933540037746,2013,0,0.39810717055349715,DD
9,995.3666666667,0.1290646662871,2013,0,0.39810717055349715,DD
10,996.9333333333,0.1566470509563,2013,0,0.39810717055349715,DD
11,990.8,0.1696272372494,2013,0,0.39810717055349715,DD
12,993.3666666667,0.1422099929533,2013,0,0.39810717055349715,DD
1,1004.566666667,0.1059826790988,2014,0,0.39810717055349715,DD
2,1009.366666667,0.0812390607972,2014,0,0.39810717055349715,DD
3,1010.033333333,0.07785221609848,2014,0,0.39810717055349715,DD
4,1012.833333333,0.06134605891065,2014,0,0.39810717055349715,DD
5,1007.133333333,0.04676639968227,2014,0,0.39810717055349715,DD
6,1004.133333333,0.0493626344443,2014,0,0.39810717055349715,DD
7,1002.5,0.0684289276808,2014,0,0.39810717055349715,DD
8,1006.833333333,0.07949015063731,2014,0,0.39810717055349715,DD
9,1004.766666667,0.1079189198155,2014,0,0.39810717055349715,DD
10,993.7666666667,0.1637876094321,2014,0,0.39810717055349715,DD
11,989.7333333333,0.1557321837532,2014,0,0.39810717055349715,DD
12,998.6,0.1237732825956,2014,0,0.39810717055349715,DD
1,998.6666666667,0.08107476635514,2015,0,0.39810717055349715,DD
2,991.5,0.05671541435535,2015,0,0.39810717055349715,DD
3,992.0333333333,0.05218238634454,2015,0,0.39810717055349715,DD
4,995.0,0.05028475711893,2015,0,0.39810717055349715,DD
5,1000.466666667,0.03608316119144,2015,0,0.39810717055349715,DD
6,994.6,0.02815202091293,2015,0,0.39810717055349715,DD
7,991.9,0.03431125449474,2015,0,0.39810717055349715,DD
8,991.7666666667,0.04002957684939,2015,0,0.39810717055349715,DD
9,989.3666666667,0.05161551160675,2015,0,0.39810717055349715,DD
10,993.0333333333,0.080024168373,2015,0,0.39810717055349715,DD
11,1002.4,0.0938414471934,2015,0,0.39810717055349715,DD
12,1002.3,0.06967308523729,2015,0,0.39810717055349715,DD
1,1005.033333333,0.0457032934231,2016,0,0.39810717055349715,DD
2,1004.366666667,0.03727058511168,2016,0,0.39810717055349715,DD
3,998.8333333333,0.0340397129985,2016,0,0.39810717055349715,DD
4,994.9,0.02780848996549,2016,0,0.39810717055349715,DD
5,997.8,0.02224894768491,2016,0,0.39810717055349715,DD
6,995.9666666667,0.02319354730747,2016,0,0.39810717055349715,DD
7,993.0,0.03021148036254,2016,0,0.39810717055349715,DD
8,989.6333333333,0.03307622351713,2016,0,0.39810717055349715,DD
9,982.3333333333,0.06297930098405,2016,0,0.39810717055349715,DD
10,979.3333333333,0.07573179033356,2016,0,0.39810717055349715,DD
11,973.5333333333,0.08268848866671,2016,0,0.39810717055349715,DD
12,964.6,0.07301817679176,2016,0,0.39810717055349715,DD
1,973.2,0.04887655843266,2017,0,0.39810717055349715,DD
2,977.9,0.04209701060095,2017,0,0.39810717055349715,DD
3,982.3666666667,0.0338637983102,2017,0,0.39810717055349715,DD
4,982.6666666667,0.02876526458616,2017,0,0.39810717055349715,DD
5,978.9,0.02049919978207,2017,0,0.39810717055349715,DD
6,977.1,0.0230273257599,2017,0,0.39810717055349715,DD
7,975.8666666667,0.03893974586692,2017,0,0.39810717055349715,DD
8,978.0666666667,0.04161270533706,2017,0,0.39810717055349715,DD
9,980.6,0.04962947855055,2017,0,0.39810717055349715,DD
10,984.9333333333,0.06863408690944,2017,0,0.39810717055349715,DD
11,990.6,0.05680059223366,2017,0,0.39810717055349715,DD
12,991.0,0.04211234443323,2017,0,0.39810717055349715,DD
1,1042.666666667,0.2757672634271,2010,0,1.5848931924611125,AA
2,1046.7,0.2256934492532,2010,0,1.5848931924611125,AA
3,1047.233333333,0.2411433300442,2010,0,1.5848931924611125,AA
4,1039.533333333,0.2526774834862,2010,0,1.5848931924611125,AA
5,1035.033333333,0.2342597661911,2010,0,1.5848931924611125,AA
6,1029.4,0.260216307234,2010,0,1.5848931924611125,AA
7,1038.1,0.4240760363485,2010,0,1.5848931924611125,AA
8,1039.633333333,0.5220109654045,2010,0,1.5848931924611125,AA
9,1035.266666667,0.6167171099234,2010,0,1.5848931924611125,AA
10,1032.666666667,0.6412524209167,2010,0,1.5848931924611125,AA
11,1033.3,0.5289525468564,2010,0,1.5848931924611125,AA
12,1030.666666667,0.3671086675291,2010,0,1.5848931924611125,AA
1,1031.533333333,0.2556388547793,2011,0,1.5848931924611125,AA
2,1026.433333333,0.2357029194947,2011,0,1.5848931924611125,AA
3,1023.233333333,0.2528585855295,2011,0,1.5848931924611125,AA
4,1024.533333333,0.269781363873,2011,0,1.5848931924611125,AA
5,1022.133333333,0.2485977041482,2011,0,1.5848931924611125,AA
6,1015.566666667,0.2642203039354,2011,0,1.5848931924611125,AA
7,1011.9,0.4273149520704,2011,0,1.5848931924611125,AA
8,1010.733333333,0.5630565266143,2011,0,1.5848931924611125,AA
9,1007.233333333,0.6351391600755,2011,0,1.5848931924611125,AA
10,998.5333333333,0.6096608358926,2011,0,1.5848931924611125,AA
11,993.4666666667,0.5183532411757,2011,0,1.5848931924611125,AA
12,997.2666666667,0.3728524634,2011,0,1.5848931924611125,AA
1,1001.333333333,0.2654460719041,2012,0,1.5848931924611125,AA
2,1003.8,0.2429434814372,2012,0,1.5848931924611125,AA
3,1006.166666667,0.2557561702833,2012,0,1.5848931924611125,AA
4,1000.6,0.2687720700913,2012,0,1.5848931924611125,AA
5,983.5666666667,0.2340461585387,2012,0,1.5848931924611125,AA
6,974.7,0.2712287541466,2012,0,1.5848931924611125,AA
7,975.5,0.428088159918,2012,0,1.5848931924611125,AA
8,971.1333333333,0.5470927438731,2012,0,1.5848931924611125,AA
9,983.0,0.5993896236012,2012,0,1.5848931924611125,AA
10,990.0333333333,0.6168815864786,2012,0,1.5848931924611125,AA
11,983.3333333333,0.5251525423729,2012,0,1.5848931924611125,AA
12,978.6666666667,0.3904632152589,2012,0,1.5848931924611125,AA
1,981.6333333333,0.2607219260416,2013,0,1.5848931924611125,AA
2,986.2,0.2283174474414,2013,0,1.5848931924611125,AA
3,992.8666666667,0.2084200631169,2013,0,1.5848931924611125,AA
4,1004.7,0.2105769549783,2013,0,1.5848931924611125,AA
5,1004.033333333,0.206865641911,2013,0,1.5848931924611125,AA
6,1003.633333333,0.2031286326348,2013,0,1.5848931924611125,AA
7,1003.033333333,0.374131800206,2013,0,1.5848931924611125,AA
8,999.8666666667,0.4420256034138,2013,0,1.5848931924611125,AA
9,1000.466666667,0.5381488638635,2013,0,1.5848931924611125,AA
10,1003.3,0.5835742051231,2013,0,1.5848931924611125,AA
11,998.8666666667,0.511813388507,2013,0,1.5848931924611125,AA
12,989.7666666667,0.3723099720473,2013,0,1.5848931924611125,AA
1,984.6333333333,0.2513626053692,2014,0,1.5848931924611125,AA
2,982.4,0.2008007600434,2014,0,1.5848931924611125,AA
3,986.5,0.1995945261024,2014,0,1.5848931924611125,AA
4,990.8,0.2128582963262,2014,0,1.5848931924611125,AA
5,989.0333333333,0.1998247447002,2014,0,1.5848931924611125,AA
6,988.0666666667,0.2119964914648,2014,0,1.5848931924611125,AA
7,990.9333333333,0.3321111410118,2014,0,1.5848931924611125,AA
8,988.3,0.4271307632635,2014,0,1.5848931924611125,AA
9,986.9333333333,0.5203323426101,2014,0,1.5848931924611125,AA
10,979.0333333333,0.5571482074155,2014,0,1.5848931924611125,AA
11,966.0,0.496342305038,2014,0,1.5848931924611125,AA
12,970.3,0.3488611769556,2014,0,1.5848931924611125,AA
1,973.1,0.230294933717,2015,0,1.5848931924611125,AA
2,977.4,0.1876065752677,2015,0,1.5848931924611125,AA
3,981.1333333333,0.1821702792689,2015,0,1.5848931924611125,AA
4,986.9333333333,0.1811334774385,2015,0,1.5848931924611125,AA
5,985.1,0.1602882956045,2015,0,1.5848931924611125,AA
6,987.1,0.1581400060784,2015,0,1.5848931924611125,AA
7,989.0,0.2724637681159,2015,0,1.5848931924611125,AA
8,989.2333333333,0.3435994204266,2015,0,1.5848931924611125,AA
9,984.9,0.4397400751345,2015,0,1.5848931924611125,AA
10,973.2,0.4863337443485,2015,0,1.5848931924611125,AA
11,973.4666666667,0.44182303794,2015,0,1.5848931924611125,AA
12,980.1666666667,0.3150824689679,2015,0,1.5848931924611125,AA
1,983.9666666667,0.1921474304685,2016,0,1.5848931924611125,AA
2,985.5,0.1397936749535,2016,0,1.5848931924611125,AA
3,984.5666666667,0.1450722822223,2016,0,1.5848931924611125,AA
4,983.0333333333,0.1599131938558,2016,0,1.5848931924611125,AA
5,981.3,0.1428717008051,2016,0,1.5848931924611125,AA
6,976.2,0.1360376971932,2016,0,1.5848931924611125,AA
7,976.0666666667,0.2224574824124,2016,0,1.5848931924611125,AA
8,977.1,0.3095554873264,2016,0,1.5848931924611125,AA
9,980.1,0.3926470088086,2016,0,1.5848931924611125,AA
10,984.3333333333,0.4640027091094,2016,0,1.5848931924611125,AA
11,987.6333333333,0.4111512369638,2016,0,1.5848931924611125,AA
12,989.6,0.3033212072218,2016,0,1.5848931924611125,AA
1,994.2666666667,0.2002145634974,2017,0,1.5848931924611125,AA
2,997.1,0.1552502256544,2017,0,1.5848931924611125,AA
3,1004.4,0.1512345679012,2017,0,1.5848931924611125,AA
4,1009.733333333,0.1471675689951,2017,0,1.5848931924611125,AA
5,1009.266666667,0.1146707180131,2017,0,1.5848931924611125,AA
6,1008.0,0.1239417989418,2017,0,1.5848931924611125,AA
7,1007.633333333,0.2204174799034,2017,0,1.5848931924611125,AA
8,1006.333333333,0.2768797615104,2017,0,1.5848931924611125,AA
9,1008.233333333,0.3720038350911,2017,0,1.5848931924611125,AA
10,1007.5,0.424582299421,2017,0,1.5848931924611125,AA
11,1003.3,0.3679191999734,2017,0,1.5848931924611125,AA
12,1000.6,0.2684056232927,2017,0,1.5848931924611125,AA
1,983.7333333333,0.4429045811873,2010,0,6.30957344480193,BB
2,981.7,0.4694237886659,2010,0,6.30957344480193,BB
3,991.1666666667,0.5585337144779,2010,0,6.30957344480193,BB
4,1000.333333333,0.6027657447517,2010,0,6.30957344480193,BB
5,1002.066666667,0.532233384339,2010,0,6.30957344480193,BB
6,1007.4,0.5297134537754,2010,0,6.30957344480193,BB
7,1004.9,0.7083291869838,2010,0,6.30957344480193,BB
8,1001.866666667,0.7387875964866,2010,0,6.30957344480193,BB
9,992.5666666667,0.6717936662525,2010,0,6.30957344480193,BB
10,990.3333333333,0.6242679232582,2010,0,6.30957344480193,BB
11,993.6666666667,0.5777591412278,2010,0,6.30957344480193,BB
12,995.6333333333,0.5178948073253,2010,0,6.30957344480193,BB
1,996.5666666667,0.4635247683714,2011,0,6.30957344480193,BB
2,998.8666666667,0.4916905826603,2011,0,6.30957344480193,BB
3,997.6,0.5612135792569,2011,0,6.30957344480193,BB
4,995.9333333333,0.5827699310529,2011,0,6.30957344480193,BB
5,999.7666666667,0.5465942053146,2011,0,6.30957344480193,BB
6,1000.033333333,0.5282157261425,2011,0,6.30957344480193,BB
7,998.1333333333,0.7262222815923,2011,0,6.30957344480193,BB
8,997.8666666667,0.736003474078,2011,0,6.30957344480193,BB
9,992.9666666667,0.6504414381147,2011,0,6.30957344480193,BB
10,998.1,0.6216144006947,2011,0,6.30957344480193,BB
11,999.0,0.5923923923924,2011,0,6.30957344480193,BB
12,997.2333333333,0.5198047932614,2011,0,6.30957344480193,BB
1,1000.633333333,0.4540457710117,2012,0,6.30957344480193,BB
2,1003.666666667,0.4781467950847,2012,0,6.30957344480193,BB
3,1008.3,0.5629938179775,2012,0,6.30957344480193,BB
4,1009.466666667,0.5795799762251,2012,0,6.30957344480193,BB
5,1011.2,0.5365901898734,2012,0,6.30957344480193,BB
6,1012.5,0.5199670781893,2012,0,6.30957344480193,BB
7,1021.833333333,0.6920567607242,2012,0,6.30957344480193,BB
8,1023.933333333,0.7280421902468,2012,0,6.30957344480193,BB
9,1025.733333333,0.6834134927856,2012,0,6.30957344480193,BB
10,1027.266666667,0.6180478940879,2012,0,6.30957344480193,BB
11,1027.233333333,0.5868189635591,2012,0,6.30957344480193,BB
12,1031.966666667,0.5166833554055,2012,0,6.30957344480193,BB
1,1021.666666667,0.4565742251223,2013,0,6.30957344480193,BB
2,1014.866666667,0.4681074689614,2013,0,6.30957344480193,BB
3,1015.0,0.500328407225,2013,0,6.30957344480193,BB
4,1022.5,0.5365607171964,2013,0,6.30957344480193,BB
5,1021.433333333,0.4936527102438,2013,0,6.30957344480193,BB
6,1022.333333333,0.4905771111836,2013,0,6.30957344480193,BB
7,1018.833333333,0.6672337641093,2013,0,6.30957344480193,BB
8,1012.766666667,0.7105289141954,2013,0,6.30957344480193,BB
9,1013.533333333,0.672038413471,2013,0,6.30957344480193,BB
10,1011.966666667,0.6132613063671,2013,0,6.30957344480193,BB
11,1004.966666667,0.5587913363627,2013,0,6.30957344480193,BB
12,995.8,0.4976568253331,2013,0,6.30957344480193,BB
1,992.2333333333,0.4145194342729,2014,0,6.30957344480193,BB
2,989.2666666667,0.4160657726262,2014,0,6.30957344480193,BB
3,986.1333333333,0.4945240670633,2014,0,6.30957344480193,BB
4,985.0666666667,0.5195249052518,2014,0,6.30957344480193,BB
5,986.9333333333,0.4625101323966,2014,0,6.30957344480193,BB
6,979.5333333333,0.4730143605799,2014,0,6.30957344480193,BB
7,977.9333333333,0.6612925216443,2014,0,6.30957344480193,BB
8,978.6333333333,0.6871146837426,2014,0,6.30957344480193,BB
9,974.2,0.6330664476836,2014,0,6.30957344480193,BB
10,976.1,0.5956698425708,2014,0,6.30957344480193,BB
11,982.4666666667,0.5617493383999,2014,0,6.30957344480193,BB
12,984.7333333333,0.485749102972,2014,0,6.30957344480193,BB
1,978.7,0.4009059636933,2015,0,6.30957344480193,BB
2,982.7333333333,0.3872532392646,2015,0,6.30957344480193,BB
3,985.9,0.4280352976975,2015,0,6.30957344480193,BB
4,978.5333333333,0.4620861152746,2015,0,6.30957344480193,BB
5,977.1666666667,0.4164762067201,2015,0,6.30957344480193,BB
6,982.5,0.4469550466497,2015,0,6.30957344480193,BB
7,989.8,0.6212702902943,2015,0,6.30957344480193,BB
8,983.0666666667,0.6400718839007,2015,0,6.30957344480193,BB
9,977.0666666667,0.6170851528384,2015,0,6.30957344480193,BB
10,968.5666666667,0.5758337061637,2015,0,6.30957344480193,BB
11,959.8333333333,0.5237020316027,2015,0,6.30957344480193,BB
12,964.4,0.4261717129822,2015,0,6.30957344480193,BB
1,967.0333333333,0.3329426769157,2016,0,6.30957344480193,BB
2,966.7,0.3362297851798,2016,0,6.30957344480193,BB
3,972.6,0.4092809651107,2016,0,6.30957344480193,BB
4,982.0,0.4281398506449,2016,0,6.30957344480193,BB
5,982.6,0.3881538774679,2016,0,6.30957344480193,BB
6,982.8666666667,0.4058536254494,2016,0,6.30957344480193,BB
7,977.9666666667,0.5670949930127,2016,0,6.30957344480193,BB
8,972.1,0.6161574597949,2016,0,6.30957344480193,BB
9,971.5333333333,0.6001852741371,2016,0,6.30957344480193,BB
10,970.9666666667,0.5582409282845,2016,0,6.30957344480193,BB
11,974.9666666667,0.4979315532155,2016,0,6.30957344480193,BB
12,976.6666666667,0.4361774744027,2016,0,6.30957344480193,BB
1,977.0666666667,0.3413960152838,2017,0,6.30957344480193,BB
2,980.9,0.3405036191253,2017,0,6.30957344480193,BB
3,984.2,0.3457291878345,2017,0,6.30957344480193,BB
4,980.6666666667,0.393099932019,2017,0,6.30957344480193,BB
5,974.0333333333,0.3587146230451,2017,0,6.30957344480193,BB
6,972.8666666667,0.3791201260879,2017,0,6.30957344480193,BB
7,973.2,0.5306548842307,2017,0,6.30957344480193,BB
8,972.1333333333,0.5932656700041,2017,0,6.30957344480193,BB
9,968.9333333333,0.5971859089033,2017,0,6.30957344480193,BB
10,972.5333333333,0.5527145599123,2017,0,6.30957344480193,BB
11,974.6333333333,0.4740928212319,2017,0,6.30957344480193,BB
12,976.8666666667,0.3920016378899,2017,0,6.30957344480193,BB
1,1059.733333333,0.1179227478611,2010,0,0.39810717055349715,CC
2,1060.266666667,0.08969441649899,2010,0,0.39810717055349715,CC
3,1050.466666667,0.07418924922257,2010,0,0.39810717055349715,CC
4,1052.466666667,0.05666054348515,2010,0,0.39810717055349715,CC
5,1049.033333333,0.03177528518318,2010,0,0.39810717055349715,CC
6,1044.333333333,0.02917331631025,2010,0,0.39810717055349715,CC
7,1044.8,0.03965671260847,2010,0,0.39810717055349715,CC
8,1044.166666667,0.05592976855547,2010,0,0.39810717055349715,CC
9,1048.966666667,0.08366964314087,2010,0,0.39810717055349715,CC
10,1045.966666667,0.1078109563721,2010,0,0.39810717055349715,CC
11,1052.766666667,0.09843903365735,2010,0,0.39810717055349715,CC
12,1058.566666667,0.07588878042636,2010,0,0.39810717055349715,CC
1,1057.266666667,0.05381802131282,2011,0,0.39810717055349715,CC
2,1057.366666667,0.05570442293749,2011,0,0.39810717055349715,CC
3,1051.6,0.04887790034234,2011,0,0.39810717055349715,CC
4,1052.3,0.04944724254807,2011,0,0.39810717055349715,CC
5,1050.5,0.03779152784388,2011,0,0.39810717055349715,CC
6,1048.4,0.039361566832,2011,0,0.39810717055349715,CC
7,1043.133333333,0.06074646897169,2011,0,0.39810717055349715,CC
8,1044.133333333,0.07208530200485,2011,0,0.39810717055349715,CC
9,1045.966666667,0.1118263807005,2011,0,0.39810717055349715,CC
10,1050.266666667,0.1597054716263,2011,0,0.39810717055349715,CC
11,1057.066666667,0.1778191220989,2011,0,0.39810717055349715,CC
12,1059.366666667,0.1565715364526,2011,0,0.39810717055349715,CC
1,1055.133333333,0.1041574524547,2012,0,0.39810717055349715,CC
2,1054.3,0.09013879667394,2012,0,0.39810717055349715,CC
3,1050.633333333,0.07671563184111,2012,0,0.39810717055349715,CC
4,1049.5,0.0751786565031,2012,0,0.39810717055349715,CC
5,1046.633333333,0.05375967387496,2012,0,0.39810717055349715,CC
6,1044.633333333,0.05443696352787,2012,0,0.39810717055349715,CC
7,1047.333333333,0.1057924888606,2012,0,0.39810717055349715,CC
8,1050.2,0.1340379610233,2012,0,0.39810717055349715,CC
9,1054.566666667,0.1785251446092,2012,0,0.39810717055349715,CC
10,1056.766666667,0.2417752263193,2012,0,0.39810717055349715,CC
11,1057.433333333,0.2422217318665,2012,0,0.39810717055349715,CC
12,1049.766666667,0.1870574413362,2012,0,0.39810717055349715,CC
1,1059.966666667,0.1221422057297,2013,0,0.39810717055349715,CC
2,1066.1,0.09873995560141,2013,0,0.39810717055349715,CC
3,1059.1,0.08947848802442,2013,0,0.39810717055349715,CC
4,1053.566666667,0.07751447464169,2013,0,0.39810717055349715,CC
5,1053.0,0.06074707185818,2013,0,0.39810717055349715,CC
6,1049.733333333,0.05264829162962,2013,0,0.39810717055349715,CC
7,1046.866666667,0.1020505635866,2013,0,0.39810717055349715,CC
8,1046.966666667,0.1297398834729,2013,0,0.39810717055349715,CC
9,1051.1,0.1668093743063,2013,0,0.39810717055349715,CC
10,1053.2,0.2217369287252,2013,0,0.39810717055349715,CC
11,1058.333333333,0.2137322834646,2013,0,0.39810717055349715,CC
12,1060.7,0.1691021652368,2013,0,0.39810717055349715,CC
1,1070.566666667,0.1104710900769,2014,0,0.39810717055349715,CC
2,1078.966666667,0.08529766134264,2014,0,0.39810717055349715,CC
3,1085.4,0.06547509366747,2014,0,0.39810717055349715,CC
4,1092.566666667,0.06474051926656,2014,0,0.39810717055349715,CC
5,1086.566666667,0.0610792404209,2014,0,0.39810717055349715,CC
6,1085.266666667,0.05700595859697,2014,0,0.39810717055349715,CC
7,1086.5,0.094922534131,2014,0,0.39810717055349715,CC
8,1086.766666667,0.119774253903,2014,0,0.39810717055349715,CC
9,1088.2,0.1693009863383,2014,0,0.39810717055349715,CC
10,1085.466666667,0.216803832453,2014,0,0.39810717055349715,CC
11,1083.866666667,0.2284413827039,2014,0,0.39810717055349715,CC
12,1092.9,0.1698234056181,2014,0,0.39810717055349715,CC
1,1085.5,0.1103331797943,2015,0,0.39810717055349715,CC
2,1082.366666667,0.07132518247051,2015,0,0.39810717055349715,CC
3,1074.5,0.05283077400341,2015,0,0.39810717055349715,CC
4,1066.133333333,0.0407703851926,2015,0,0.39810717055349715,CC
5,1059.633333333,0.03001038094939,2015,0,0.39810717055349715,CC
6,1054.366666667,0.01947456609023,2015,0,0.39810717055349715,CC
7,1052.033333333,0.03567694306264,2015,0,0.39810717055349715,CC
8,1044.066666667,0.04846433816487,2015,0,0.39810717055349715,CC
9,1039.333333333,0.0601667735728,2015,0,0.39810717055349715,CC
10,1043.566666667,0.07228415370364,2015,0,0.39810717055349715,CC
11,1045.5,0.06714490674319,2015,0,0.39810717055349715,CC
12,1045.9,0.05749434299009,2015,0,0.39810717055349715,CC
1,1048.366666667,0.03567454135004,2016,0,0.39810717055349715,CC
2,1048.7,0.03210323893074,2016,0,0.39810717055349715,CC
3,1043.233333333,0.02719110457871,2016,0,0.39810717055349715,CC
4,1038.166666667,0.02176914432493,2016,0,0.39810717055349715,CC
5,1035.966666667,0.01888735158789,2016,0,0.39810717055349715,CC
6,1037.166666667,0.01745139000482,2016,0,0.39810717055349715,CC
7,1029.1,0.03478767855408,2016,0,0.39810717055349715,CC
8,1027.2,0.02946521287643,2016,0,0.39810717055349715,CC
9,1025.766666667,0.04617684333669,2016,0,0.39810717055349715,CC
10,1023.366666667,0.07507898765513,2016,0,0.39810717055349715,CC
11,1022.166666667,0.07715636719387,2016,0,0.39810717055349715,CC
12,1026.233333333,0.06762594601618,2016,0,0.39810717055349715,CC
1,1026.0,0.04808317089019,2017,0,0.39810717055349715,CC
2,1033.3,0.0379044485306,2017,0,0.39810717055349715,CC
3,1027.666666667,0.03279273434966,2017,0,0.39810717055349715,CC
4,1023.833333333,0.03200390688589,2017,0,0.39810717055349715,CC
5,1018.566666667,0.0223189449226,2017,0,0.39810717055349715,CC
6,1023.033333333,0.02163500700531,2017,0,0.39810717055349715,CC
7,1023.666666667,0.03676326929339,2017,0,0.39810717055349715,CC
8,1023.133333333,0.04538346256597,2017,0,0.39810717055349715,CC
9,1034.5,0.06296117286934,2017,0,0.39810717055349715,CC
10,1038.766666667,0.06620030163977,2017,0,0.39810717055349715,CC
11,1036.966666667,0.0709440997782,2017,0,0.39810717055349715,CC
12,1040.1,0.05819953209627,2017,0,0.39810717055349715,CC
1,1059.166666667,0.1237765538946,2010,0,0.39810717055349715,AA
2,1063.6,0.08881785132255,2010,0,0.39810717055349715,AA
3,1055.633333333,0.07543654678076,2010,0,0.39810717055349715,AA
4,1057.433333333,0.07543422753207,2010,0,0.39810717055349715,AA
5,1054.833333333,0.06531837573076,2010,0,0.39810717055349715,AA
6,1049.3,0.05876933828902,2010,0,0.39810717055349715,AA
7,1045.533333333,0.08474143977555,2010,0,0.39810717055349715,AA
8,1047.766666667,0.127382050711,2010,0,0.39810717055349715,AA
9,1048.666666667,0.1739351557533,2010,0,0.39810717055349715,AA
10,1039.133333333,0.231859883236,2010,0,0.39810717055349715,AA
11,1037.433333333,0.2257494457475,2010,0,0.39810717055349715,AA
12,1028.7,0.1868701597485,2010,0,0.39810717055349715,AA
1,1025.833333333,0.1381965881397,2011,0,0.39810717055349715,AA
2,1027.633333333,0.1070420707775,2011,0,0.39810717055349715,AA
3,1022.333333333,0.1061297685034,2011,0,0.39810717055349715,AA
4,1019.366666667,0.1021222327589,2011,0,0.39810717055349715,AA
5,1013.933333333,0.07469261621408,2011,0,0.39810717055349715,AA
6,1012.6,0.06800974389361,2011,0,0.39810717055349715,AA
7,1013.266666667,0.1099743404171,2011,0,0.39810717055349715,AA
8,1015.166666667,0.1362337875554,2011,0,0.39810717055349715,AA
9,1011.566666667,0.1833130128184,2011,0,0.39810717055349715,AA
10,1005.533333333,0.2387456076377,2011,0,0.39810717055349715,AA
11,999.4666666667,0.2422291889007,2011,0,0.39810717055349715,AA
12,1003.8,0.1919705120542,2011,0,0.39810717055349715,AA
1,1003.133333333,0.1331162357945,2012,0,0.39810717055349715,AA
2,1001.166666667,0.1018811386715,2012,0,0.39810717055349715,AA
3,997.7,0.09348167451806,2012,0,0.39810717055349715,AA
4,993.7,0.0867465029687,2012,0,0.39810717055349715,AA
5,987.6666666667,0.06274046574418,2012,0,0.39810717055349715,AA
6,982.4,0.06009093376764,2012,0,0.39810717055349715,AA
7,981.2666666667,0.1001426727359,2012,0,0.39810717055349715,AA
8,976.2,0.1238134262105,2012,0,0.39810717055349715,AA
9,979.4,0.1749710707236,2012,0,0.39810717055349715,AA
10,981.7333333333,0.2307822898275,2012,0,0.39810717055349715,AA
11,975.3,0.2380122355515,2012,0,0.39810717055349715,AA
12,968.2333333333,0.2026715323441,2012,0,0.39810717055349715,AA
1,972.3,0.1261270526929,2013,0,0.39810717055349715,AA
2,979.0,0.08992168879809,2013,0,0.39810717055349715,AA
3,975.6,0.08148831488315,2013,0,0.39810717055349715,AA
4,978.0,0.08364008179959,2013,0,0.39810717055349715,AA
5,973.5333333333,0.05940560158871,2013,0,0.39810717055349715,AA
6,968.8333333333,0.05866162050576,2013,0,0.39810717055349715,AA
7,960.0,0.06947916666667,2013,0,0.39810717055349715,AA
8,964.6333333333,0.0925049241508,2013,0,0.39810717055349715,AA
9,969.0666666667,0.1396532746285,2013,0,0.39810717055349715,AA
10,967.1,0.1872608830524,2013,0,0.39810717055349715,AA
11,958.7,0.1814957755294,2013,0,0.39810717055349715,AA
12,959.6666666667,0.1309482459187,2013,0,0.39810717055349715,AA
1,969.2333333333,0.1034838532173,2014,0,0.39810717055349715,AA
2,976.9333333333,0.08369728401802,2014,0,0.39810717055349715,AA
3,976.5666666667,0.07970099327576,2014,0,0.39810717055349715,AA
4,980.7,0.06740083613745,2014,0,0.39810717055349715,AA
5,974.6333333333,0.04052806183522,2014,0,0.39810717055349715,AA
6,973.3666666667,0.02972500941749,2014,0,0.39810717055349715,AA
7,975.3666666667,0.04620484604081,2014,0,0.39810717055349715,AA
8,977.5333333333,0.06959694469072,2014,0,0.39810717055349715,AA
9,968.7666666667,0.1052541031552,2014,0,0.39810717055349715,AA
10,960.9666666667,0.1335807693642,2014,0,0.39810717055349715,AA
11,961.5,0.1446004506847,2014,0,0.39810717055349715,AA
12,967.6666666667,0.1100585601102,2014,0,0.39810717055349715,AA
1,965.8666666667,0.0638459414688,2015,0,0.39810717055349715,AA
2,967.1333333333,0.05807541187013,2015,0,0.39810717055349715,AA
3,974.0333333333,0.05105916977516,2015,0,0.39810717055349715,AA
4,977.8333333333,0.04492926538265,2015,0,0.39810717055349715,AA
5,974.9666666667,0.02765906526719,2015,0,0.39810717055349715,AA
6,973.4333333333,0.01890216758552,2015,0,0.39810717055349715,AA
7,980.1333333333,0.04169500748198,2015,0,0.39810717055349715,AA
8,984.0,0.05941734417344,2015,0,0.39810717055349715,AA
9,1000.033333333,0.07676410786307,2015,0,0.39810717055349715,AA
10,998.5666666667,0.1103915612378,2015,0,0.39810717055349715,AA
11,992.2666666667,0.09987234614351,2015,0,0.39810717055349715,AA
12,991.1333333333,0.08347346472052,2015,0,0.39810717055349715,AA
1,1000.0,0.07523333333333,2016,0,0.39810717055349715,AA
2,1007.4,0.05122096486004,2016,0,0.39810717055349715,AA
3,1000.033333333,0.04133195560148,2016,0,0.39810717055349715,AA
4,1000.166666667,0.0356940509915,2016,0,0.39810717055349715,AA
5,1001.866666667,0.02741549108331,2016,0,0.39810717055349715,AA
